apl,LSDP|2016_LRS,LSDP|2019_EP,LSDP|2020_LRS,LSDP|2024_EP,LSDP|2024_LRS,LSDP|summary,TS-LKD|2016_LRS,TS-LKD|2019_EP,TS-LKD|2020_LRS,TS-LKD|2024_EP,TS-LKD|2024_LRS,TS-LKD|summary,LVŽS|2016_LRS,LVŽS|2019_EP,LVŽS|2020_LRS,LVŽS|2024_EP,LVŽS|2024_LRS,LVŽS|summary,LRP|2016_LRS,LRP|2019_EP,LRP|2020_LRS,LRP|2024_EP,LRP|2024_LRS,LRP|summary,LS|2016_LRS,LS|2019_EP,LS|2020_LRS,LS|2024_EP,LS|2024_LRS,LS|summary,DSVL|2016_LRS,DSVL|2019_EP,DSVL|2020_LRS,DSVL|2024_EP,DSVL|2024_LRS,DSVL|summary,LP|2016_LRS,LP|2019_EP,LP|2020_LRS,LP|2024_EP,LP|2024_LRS,LP|summary,LT|2016_LRS,LT|2019_EP,LT|2020_LRS,LT|2024_EP,LT|2024_LRS,LT|summary,LLRA-KŠS|2016_LRS,LLRA-KŠS|2019_EP,LLRA-KŠS|2020_LRS,LLRA-KŠS|2024_EP,LLRA-KŠS|2024_LRS,LLRA-KŠS|summary,DP|2016_LRS,DP|2019_EP,DP|2020_LRS,DP|2024_EP,DP|2024_LRS,DP|summary,TTS|2016_LRS,TTS|2019_EP,TTS|2020_LRS,TTS|2024_EP,TTS|2024_LRS,TTS|summary,NS|2016_LRS,NS|2019_EP,NS|2020_LRS,NS|2024_EP,NS|2024_LRS,NS|summary,LŽP|2016_LRS,LŽP|2019_EP,LŽP|2020_LRS,LŽP|2024_EP,LŽP|2024_LRS,LŽP|summary,LLP|2016_LRS,LLP|2019_EP,LLP|2020_LRS,LLP|2024_EP,LLP|2024_LRS,LLP|summary,TK|2016_LRS,TK|2019_EP,TK|2020_LRS,TK|2024_EP,TK|2024_LRS,TK|summary,NA|2016_LRS,NA|2019_EP,NA|2020_LRS,NA|2024_EP,NA|2024_LRS,NA|summary,TURNOUT|2016_LRS,TURNOUT|2019_EP,TURNOUT|2020_LRS,TURNOUT|2024_EP,TURNOUT|2024_LRS,TURNOUT|summary,VOTERS|2016_LRS,VOTERS|2019_EP,VOTERS|2020_LRS,VOTERS|2024_EP,VOTERS|2024_LRS,VOTERS|summary,lrecon|2016_LRS,lrecon|2019_EP,lrecon|2020_LRS,lrecon|2024_EP,lrecon|2024_LRS,lrecon|summary,galtan|2016_LRS,galtan|2019_EP,galtan|2020_LRS,galtan|2024_EP,galtan|2024_LRS,galtan|summary
70:6:eglės,30.27,23.16,14.99,27.38,21.21,22.5,18.45,17.39,21.12,20.17,13.77,17.17,25.42,16.04,30.83,9.22,7.99,14.91,,2.9,4.43,4.9,1.1,2.79,5.93,4.44,3.75,3.46,3.58,3.95,,,,9.8,25.07,20.27,,,9.37,5.19,3.03,4.95,4.36,3.54,1.02,1.73,0.14,1.52,0.71,1.26,0.17,0.58,0.14,0.46,2.45,6.07,6.3,0.58,1.38,2.89,4.63,5.91,1.7,4.9,0.83,2.89,,3.95,3.24,4.03,2.48,3.19,3.89,2.49,1.19,3.17,1.79,2.26,1.18,,0.17,,1.65,1.21,,,,4.03,1.38,2.21,,,,,15.84,15.84,50.44,53.26,42.76,25.32,52.01,45.68,1546.91,1497.27,1443.0,1414.0,1417.0,1446.07,-0.08,-0.54,-0.64,-0.66,-0.7,-0.6,-0.23,0.03,0.05,0.07,0.56,0.23
53:24:karkažiškės,2.32,4.36,2.74,5.71,21.88,10.22,8.8,2.82,7.53,1.43,1.56,3.58,14.57,7.78,8.22,2.86,2.34,5.71,,0.59,1.37,4.29,0.0,1.23,2.8,1.58,0.68,0.0,0.0,0.69,,,,1.43,3.91,3.09,,,0.68,1.43,0.0,0.53,10.31,1.73,5.48,18.57,27.34,15.06,47.0,34.25,51.37,52.86,20.31,37.03,10.59,12.29,13.01,7.14,0.78,7.37,0.79,1.67,0.0,1.43,2.34,1.46,,0.55,1.37,0.0,0.78,0.71,0.77,3.65,0.68,1.43,0.78,1.43,1.33,,1.37,,8.59,5.36,,,,1.43,0.78,0.99,,,,,9.38,9.38,29.69,41.91,32.56,15.38,29.33,30.05,588.22,531.93,476.0,455.0,450.0,484.18,-0.12,-0.84,-0.68,-0.5,-0.46,-0.55,0.12,1.03,0.82,0.99,0.83,0.83
44:22:pagryžuvio,28.36,24.58,18.4,34.27,22.22,25.03,8.75,8.29,8.33,4.49,4.58,6.05,28.74,25.46,27.08,11.8,3.92,14.55,,6.07,3.13,8.43,1.31,3.99,10.63,2.91,7.29,0.0,3.92,4.15,,,,3.93,5.23,4.78,,,4.86,2.25,1.96,2.66,10.36,3.94,2.43,0.56,0.0,2.0,0.0,0.36,0.0,13.48,0.0,2.93,3.08,11.13,20.49,3.93,0.98,6.37,4.48,4.36,2.43,7.87,1.31,3.58,,1.43,0.69,1.12,1.31,1.17,1.97,4.29,2.43,0.0,1.31,1.66,0.84,,0.35,,1.96,1.39,,,,5.62,0.98,2.6,,,,,50.0,50.0,48.24,41.7,43.45,29.32,51.37,43.8,779.57,696.44,695.0,631.0,619.0,659.14,-0.1,-0.57,-0.67,-1.01,-0.7,-0.69,-0.29,0.06,-0.04,0.21,0.69,0.29
53:22:magūnų,5.99,3.74,2.1,11.46,39.68,18.03,1.23,5.04,4.2,4.17,4.76,4.25,5.92,5.28,10.49,2.08,5.56,5.6,,2.19,2.1,1.04,0.0,1.03,2.87,2.34,2.1,4.17,1.59,2.52,,,,4.17,1.59,2.63,,,0.7,5.21,0.79,2.14,6.82,5.02,13.29,11.46,12.7,10.86,64.03,53.39,59.44,45.83,22.22,42.74,9.93,8.38,1.4,3.13,5.56,5.05,0.67,1.81,0.7,1.04,0.79,0.97,,0.26,0.0,0.0,0.0,0.04,0.61,2.43,0.0,2.08,0.79,1.18,0.11,,0.0,,3.17,1.81,,,,4.17,5.56,5.0,,,,,0.79,0.79,47.54,49.25,46.88,33.33,46.15,43.81,432.3,420.39,320.0,291.0,286.0,326.03,-0.21,-0.58,-0.53,-0.55,-0.69,-0.57,0.12,0.93,0.8,0.7,0.47,0.62
10:461:palydovo,9.87,8.92,6.32,9.25,11.56,9.64,21.89,19.64,27.34,24.29,20.75,22.49,7.6,5.15,8.98,4.08,3.49,5.17,,2.29,1.97,4.23,0.6,1.93,10.67,4.61,6.12,6.11,7.4,6.78,,,,5.96,7.4,6.92,,,14.91,10.5,6.55,9.47,12.01,6.47,1.38,2.35,1.28,3.3,26.26,18.07,15.4,14.42,14.63,16.32,3.51,9.96,10.66,1.25,4.68,5.76,2.33,2.13,0.69,2.51,1.11,1.59,,2.53,2.57,4.39,3.57,3.38,1.69,1.89,1.09,5.64,0.94,2.1,1.25,,0.1,,5.44,3.45,,,,3.61,4.68,4.32,,,,,10.63,10.63,43.87,49.3,41.25,25.15,46.66,41.71,2563.46,2677.09,2502.0,2557.0,2546.0,2563.2,0.1,-0.34,-0.37,-0.35,-0.26,-0.28,-0.15,0.42,-0.02,0.32,0.58,0.34
53:6:pašaminės,13.95,14.9,9.84,26.03,26.48,20.72,13.54,10.62,10.24,5.48,7.11,8.36,27.71,17.43,17.32,15.07,8.3,14.25,,5.01,2.76,4.79,0.79,2.72,4.96,4.64,0.79,2.74,2.37,2.68,,,,1.37,3.95,3.04,,,3.94,9.59,2.77,4.88,17.75,4.81,30.71,10.96,30.04,21.72,6.14,6.47,3.54,8.9,4.35,5.59,7.92,12.76,9.84,2.05,0.79,4.93,3.85,5.05,7.09,3.42,1.19,3.48,,2.12,1.18,2.05,0.4,1.19,1.9,2.13,0.39,3.42,0.79,1.54,1.13,,0.0,,2.37,1.55,,,,2.05,0.79,1.23,,,,,8.3,8.3,49.52,49.75,53.27,32.4,56.3,49.27,607.41,569.48,505.0,466.0,460.0,496.77,-0.07,-0.48,-0.27,-0.59,-0.28,-0.35,-0.19,0.34,-0.06,0.26,0.58,0.3
53:19:švenčionių,15.46,12.61,11.42,26.36,32.84,22.78,11.18,10.04,10.5,11.37,7.75,9.58,21.53,16.93,22.6,8.79,6.15,12.94,,1.74,2.51,9.82,0.74,2.98,5.95,2.7,2.74,2.07,2.21,2.74,,,,3.36,6.15,5.3,,,3.77,2.33,1.23,2.13,15.25,8.27,19.75,9.04,14.27,13.59,10.28,10.62,12.9,10.34,5.17,8.87,11.94,16.06,8.22,3.1,2.83,6.88,3.48,2.77,0.8,5.68,0.98,2.27,,0.98,0.8,1.81,0.98,1.1,1.95,3.4,1.37,2.58,1.48,1.99,1.33,,0.11,,5.17,3.18,,,,2.33,2.83,2.68,,,,,12.05,12.05,52.39,52.24,49.73,23.41,50.48,46.25,1965.13,1892.34,1846.0,1696.0,1678.0,1775.16,-0.08,-0.39,-0.42,-0.66,-0.58,-0.48,-0.19,0.36,0.09,0.26,0.51,0.3
53:20:liepų,10.66,14.62,9.33,19.59,28.66,19.75,9.27,8.99,9.45,12.53,6.17,8.69,20.36,13.71,16.61,9.57,4.23,10.33,,2.23,1.82,6.61,1.81,2.9,7.0,3.23,2.79,3.87,1.69,3.01,,,,4.33,5.44,5.07,,,4.73,2.51,2.18,2.86,16.16,6.0,20.48,6.61,18.5,14.44,16.04,11.28,18.91,13.44,6.53,11.62,11.47,15.19,10.06,3.19,4.23,7.37,4.01,2.26,0.97,7.06,0.97,2.62,,1.55,1.09,1.82,0.85,1.22,2.17,2.6,1.33,3.19,0.6,1.68,1.27,,0.12,,6.17,3.87,,,,4.56,4.23,4.34,,,,,11.97,11.97,44.59,48.08,43.92,25.61,48.39,42.8,2051.24,1965.12,1974.0,1769.0,1775.0,1862.47,-0.06,-0.52,-0.36,-0.62,-0.49,-0.46,-0.15,0.36,0.12,0.37,0.56,0.35
53:29:vidutinės,13.23,19.65,12.9,32.77,36.45,27.2,6.21,5.91,6.99,8.4,6.4,6.83,28.74,23.06,20.97,8.4,6.9,13.93,,1.27,1.61,2.52,0.99,1.5,7.11,2.94,2.15,1.68,0.49,1.99,,,,3.36,4.93,4.37,,,3.76,5.88,0.49,2.7,17.32,2.99,21.51,11.76,14.78,13.66,8.91,3.83,5.91,4.2,3.45,4.56,15.67,16.78,18.82,0.84,4.43,8.89,1.77,3.78,0.54,7.56,1.97,3.19,,0.85,0.0,1.68,0.0,0.54,0.95,4.2,2.15,8.4,3.45,4.18,0.03,,0.54,,1.48,1.03,,,,2.52,4.43,3.75,,,,,13.79,13.79,42.97,45.6,37.98,26.62,45.12,39.91,555.02,542.02,524.0,462.0,461.0,492.25,-0.1,-0.56,-0.4,-0.62,-0.68,-0.55,-0.16,0.23,-0.03,-0.07,0.44,0.17
10:462:rugiagėlių,9.1,7.94,4.99,8.77,11.21,8.92,16.36,13.29,21.38,17.54,17.65,17.44,9.18,6.12,12.23,4.68,4.86,6.72,,2.31,2.61,2.92,1.8,2.28,8.36,5.9,2.97,5.46,6.77,5.86,,,,3.7,6.77,5.73,,,10.1,8.58,3.59,6.41,11.71,4.48,2.49,1.75,1.06,3.0,30.28,25.64,24.35,27.29,20.3,24.16,6.92,11.1,11.76,1.36,4.76,6.57,3.0,2.41,0.59,3.31,0.85,1.73,,1.74,2.61,4.48,2.75,2.91,1.11,0.84,1.54,4.68,0.74,1.69,1.4,,0.24,,8.25,5.09,,,,4.68,4.76,4.73,,,,,8.67,8.67,41.61,46.05,38.48,22.43,41.53,38.09,2260.34,2242.15,2253.0,2300.0,2297.0,2277.46,0.02,-0.44,-0.5,-0.45,-0.38,-0.39,-0.07,0.59,0.28,0.51,0.71,0.5
53:14:svirkų,15.65,12.35,5.53,26.43,24.11,18.69,7.17,3.08,2.77,3.57,1.98,3.13,20.75,16.99,25.69,20.0,5.14,15.01,,1.98,1.19,0.71,0.79,1.06,2.92,0.32,1.98,0.71,1.19,1.27,,,,1.43,3.16,2.56,,,5.93,5.71,2.37,4.07,19.37,6.82,25.69,6.43,28.06,19.11,13.19,9.22,11.86,10.0,6.32,9.14,16.78,25.94,14.23,10.0,5.53,12.31,1.46,2.94,1.58,2.86,0.4,1.6,,2.26,1.19,3.57,2.77,2.56,1.22,5.56,1.58,6.43,1.19,2.99,0.01,,0.0,,2.37,1.37,,,,2.14,5.53,4.36,,,,,14.62,14.62,48.66,48.46,39.69,24.62,44.06,40.7,386.08,358.14,655.0,585.0,581.0,538.27,-0.14,-0.44,-0.22,-0.74,-0.39,-0.41,-0.16,0.36,0.12,0.29,0.65,0.36
53:15:adutiškio,10.01,14.78,9.11,15.5,19.2,15.11,9.51,12.51,11.72,11.24,8.8,10.46,24.72,18.38,19.01,8.53,5.07,12.1,,3.56,2.6,6.2,2.4,3.58,4.99,3.29,1.56,3.88,2.67,3.08,,,,3.49,5.33,4.62,,,5.21,8.14,2.93,5.0,21.6,5.84,18.23,10.47,21.6,16.19,5.14,4.32,4.95,4.26,3.47,4.19,18.48,20.34,20.05,9.3,4.53,11.92,2.25,3.8,2.34,12.4,4.27,5.52,,1.52,1.56,1.94,1.87,1.77,1.91,2.53,2.08,1.94,1.6,1.93,1.18,,0.26,,1.33,1.02,,,,1.94,4.53,3.53,,,,,14.93,14.93,61.48,57.49,51.32,37.01,55.26,51.41,515.06,804.6,795.0,716.0,704.0,717.84,-0.07,-0.3,-0.38,-0.42,-0.32,-0.32,-0.17,0.25,0.04,0.26,0.6,0.3
69:26:valkininkų,29.77,26.6,10.84,26.77,34.8,27.06,18.51,14.43,20.74,24.16,17.55,19.39,24.45,14.07,21.36,3.35,3.76,9.8,,3.1,3.1,5.2,1.57,3.14,7.56,5.82,11.15,1.86,10.03,7.2,,,,8.92,11.6,10.42,,,10.22,5.58,3.76,5.78,8.62,3.36,3.1,0.74,1.57,2.44,0.01,0.27,0.31,1.12,0.0,0.39,3.86,8.9,8.67,0.74,0.94,3.66,1.86,5.09,0.93,6.69,1.88,3.5,,3.22,5.57,5.2,2.82,4.06,2.41,2.85,1.55,4.83,2.19,2.9,1.47,,0.0,,0.31,0.38,,,,2.97,0.94,1.83,,,,,7.21,7.21,47.55,62.17,50.15,42.59,51.27,50.26,730.0,698.24,682.0,641.0,630.0,660.11,-0.05,-0.54,-0.38,-0.61,-0.46,-0.47,-0.24,-0.09,-0.12,0.0,0.17,0.0
53:28:strūnaičio,7.39,10.16,2.28,19.39,19.62,13.73,4.89,8.03,5.48,6.12,4.31,5.46,23.06,17.81,11.42,13.27,3.35,10.67,,1.79,1.37,1.02,0.48,0.99,6.14,1.95,1.37,5.1,2.39,2.97,,,,7.14,2.39,3.83,,,3.2,0.0,0.96,1.29,18.43,8.86,37.44,16.33,30.62,24.96,12.5,6.58,14.16,10.2,5.26,8.67,18.95,22.56,18.72,8.16,5.74,12.4,1.29,3.57,0.46,8.16,1.91,2.9,,2.12,1.37,0.0,0.96,1.06,2.81,5.62,0.46,3.06,0.96,2.11,1.89,,0.0,,4.78,3.05,,,,0.0,5.74,4.0,,,,,16.27,16.27,55.84,54.37,52.78,25.86,55.85,49.91,466.23,444.78,432.0,379.0,376.0,406.15,-0.08,-0.27,-0.03,-0.6,-0.27,-0.27,-0.15,0.32,0.02,0.44,0.69,0.38
25:48:vakarų,10.2,11.25,5.66,14.48,15.39,12.33,17.92,14.07,21.47,14.48,13.76,15.7,17.68,11.47,19.51,13.29,8.47,12.61,,1.62,2.59,7.24,0.81,2.51,13.97,10.69,10.35,7.24,7.66,9.16,,,,5.61,7.25,6.75,,,6.99,3.99,3.05,4.21,5.68,3.87,1.33,1.92,0.34,1.87,10.03,9.85,9.3,8.86,6.71,8.37,4.1,9.28,10.42,0.59,2.24,4.75,13.7,7.01,3.78,8.27,1.9,5.27,,3.38,1.75,3.84,2.85,2.92,1.91,1.73,1.89,1.77,0.95,1.48,1.44,,0.35,,5.69,3.66,,,,6.79,2.24,3.61,,,,,22.92,22.92,43.61,48.74,41.32,20.94,45.57,40.97,3793.32,3610.04,3584.0,3310.0,3276.0,3440.34,0.09,-0.34,-0.48,-0.6,-0.46,-0.42,-0.16,0.29,0.12,0.45,0.67,0.39
17:89:specialistų,12.82,17.84,9.13,17.64,19.1,16.32,25.98,25.6,29.73,26.28,19.27,24.0,26.6,12.07,17.59,9.17,6.94,11.89,,2.02,2.82,5.29,1.91,2.77,8.33,6.33,8.65,4.06,9.64,7.8,,,,7.41,10.85,9.77,,,12.23,5.82,3.56,6.11,5.88,2.71,0.75,1.23,0.17,1.42,0.43,0.73,0.09,0.35,0.09,0.27,3.31,6.0,7.43,0.35,1.56,3.24,8.8,7.03,1.69,4.76,1.39,3.68,,3.19,3.1,4.41,4.77,4.1,2.56,2.36,0.75,6.7,2.69,3.01,1.17,,0.19,,2.08,1.45,,,,4.41,1.56,2.46,,,,,15.97,15.97,49.7,53.69,44.28,24.64,50.41,45.2,2570.17,2420.15,2507.0,2346.0,2327.0,2399.76,0.07,-0.34,-0.44,-0.49,-0.39,-0.36,-0.09,0.04,-0.12,0.15,0.45,0.18
69:50:nemunaičio,13.72,19.44,12.17,20.46,24.45,19.82,26.97,17.77,29.93,13.51,13.54,18.17,30.43,19.04,19.46,5.02,3.49,11.33,,2.38,1.95,3.09,1.09,1.91,4.17,6.3,6.08,4.63,5.9,5.57,,,,23.55,27.73,26.29,,,5.84,6.18,1.31,3.62,5.07,2.09,5.11,0.39,0.22,1.81,0.81,0.03,0.0,0.0,0.0,0.08,6.28,5.53,6.33,1.54,1.31,3.29,7.37,9.27,1.7,11.97,2.62,5.81,,1.38,4.87,3.09,1.97,2.66,4.01,3.35,2.68,1.93,1.31,2.22,0.51,,0.0,,2.62,1.64,,,,2.32,1.31,1.66,,,,,12.45,12.45,50.22,50.82,44.84,28.85,51.54,45.57,982.4,940.17,950.0,915.0,910.0,929.02,0.02,-0.45,-0.58,-0.74,-0.7,-0.58,-0.03,0.1,-0.02,0.06,0.47,0.2
53:2:ateities,13.06,14.33,6.47,19.41,17.18,14.92,13.38,10.01,10.43,12.09,8.26,10.11,21.63,15.81,16.58,7.88,4.98,10.74,,1.82,1.88,6.23,1.6,2.67,6.09,3.78,1.46,2.75,2.54,2.91,,,,5.49,5.63,5.58,,,5.11,5.49,1.6,3.4,18.75,9.05,32.53,7.14,27.79,21.05,10.1,10.49,10.95,14.1,4.79,8.99,6.6,11.32,5.94,1.83,2.54,4.68,5.89,3.42,2.19,7.88,1.41,3.5,,1.89,1.77,3.48,1.22,1.91,1.44,2.0,0.73,2.56,1.41,1.6,1.41,,0.52,,4.88,3.23,,,,3.3,2.54,2.79,,,,,14.18,14.18,54.07,53.73,50.3,29.09,55.98,49.32,2329.48,2025.81,2014.0,1946.0,1940.0,2003.52,-0.06,-0.45,-0.15,-0.57,-0.26,-0.31,-0.21,0.31,-0.0,0.36,0.71,0.37
53:17:pabradės,5.42,5.84,3.44,21.97,27.11,16.4,8.06,5.48,9.6,7.58,5.13,6.74,9.58,14.93,18.3,3.41,4.58,9.0,,1.29,0.91,3.03,1.65,1.71,3.4,1.79,2.36,2.27,2.38,2.36,,,,0.76,3.3,2.48,,,5.25,4.55,3.11,3.99,10.9,4.15,5.62,4.92,8.79,6.97,43.83,29.88,40.22,31.06,14.84,27.61,13.06,10.48,7.61,6.82,6.04,7.83,2.19,2.72,0.91,4.17,2.38,2.47,,0.99,0.36,1.89,1.28,1.16,1.97,2.11,1.09,3.41,0.73,1.62,0.8,,0.91,,11.17,6.8,,,,3.79,6.04,5.31,,,,,7.51,7.51,40.64,42.3,39.83,20.68,40.77,37.16,1703.95,1632.44,1539.0,1417.0,1420.0,1501.58,-0.1,-0.69,-0.58,-0.68,-0.58,-0.57,0.06,0.88,0.63,0.4,0.59,0.56
53:18:kranto,10.25,6.83,4.99,12.64,26.74,15.45,12.1,8.84,8.87,10.83,7.82,9.15,9.71,9.64,14.88,5.05,2.9,7.12,,1.44,1.33,4.33,0.97,1.83,2.4,2.23,2.14,3.97,2.9,2.81,,,,3.97,4.63,4.41,,,6.42,3.61,1.25,3.04,9.65,4.05,9.07,3.79,10.33,7.74,36.6,28.16,40.67,37.0,14.58,27.63,14.18,13.08,7.44,3.97,4.83,7.4,2.28,2.46,0.92,3.07,1.45,1.92,,1.42,0.92,1.44,0.77,1.06,0.79,2.15,0.82,1.99,0.87,1.28,1.18,,0.2,,9.17,5.63,,,,3.43,4.83,4.36,,,,,10.81,10.81,40.75,46.51,36.1,21.58,40.38,37.18,2943.47,2849.19,2842.0,2623.0,2610.0,2723.94,-0.11,-0.58,-0.5,-0.63,-0.56,-0.53,0.04,0.74,0.51,0.65,0.61,0.57
54:5:uosupio,21.33,25.27,17.15,29.4,28.47,25.33,20.25,16.59,23.08,17.37,15.2,17.73,34.31,19.71,21.73,12.25,10.0,16.41,,2.38,3.22,7.13,2.86,3.65,5.08,4.07,3.95,2.45,3.57,3.68,,,,9.13,13.37,12.11,,,8.63,1.11,2.04,3.47,4.34,2.04,0.62,0.89,0.31,1.12,0.0,0.65,0.42,0.22,0.1,0.26,2.37,7.26,8.21,3.56,0.31,3.6,7.96,6.89,1.77,5.79,2.45,4.1,,3.01,2.29,2.23,1.33,1.98,2.09,2.66,1.98,4.23,1.53,2.3,0.86,,0.0,,1.02,0.72,,,,2.23,0.31,0.88,,,,,17.45,17.45,49.64,50.42,47.76,22.84,50.6,45.29,2295.88,2104.64,2100.0,2005.0,1988.0,2059.49,-0.08,-0.57,-0.7,-0.8,-0.68,-0.63,-0.1,0.04,-0.05,0.08,0.49,0.2
53:7:reškutėnų,11.12,13.53,13.74,29.7,14.91,18.34,21.25,15.99,16.79,12.87,13.16,14.72,30.75,19.6,23.66,15.84,13.16,17.95,,3.37,2.29,1.98,0.88,1.82,2.28,7.97,1.53,2.97,2.63,3.18,,,,2.97,7.89,5.69,,,3.82,2.97,1.75,2.62,13.98,5.34,16.79,11.88,27.19,17.32,0.06,0.73,0.0,0.99,0.0,0.37,8.85,10.78,8.4,0.0,0.0,3.51,4.41,3.36,2.29,8.91,0.88,3.96,,3.31,3.05,0.99,2.63,2.3,2.94,3.35,3.82,3.96,2.63,3.32,0.74,,0.76,,1.75,1.33,,,,0.99,0.0,0.44,,,,,10.53,10.53,57.89,56.58,60.0,52.04,60.53,57.36,250.02,239.31,225.0,196.0,190.0,208.77,-0.03,-0.19,-0.52,-0.63,-0.25,-0.38,-0.12,0.14,-0.02,0.2,0.74,0.32
34:7:laisvės,24.36,18.29,13.98,26.3,24.62,22.13,22.3,19.83,23.04,19.16,15.04,18.55,22.05,11.44,20.02,7.79,6.49,11.21,,2.83,2.85,8.44,1.27,3.28,13.73,10.17,14.67,7.79,15.12,12.82,,,,4.87,5.46,5.28,,,7.16,4.87,2.3,4.02,5.0,4.83,2.24,0.49,0.24,1.75,0.14,0.46,0.26,0.49,0.08,0.25,1.96,7.37,7.08,1.3,1.9,3.51,6.02,8.18,3.36,6.49,1.82,4.28,,3.75,1.29,2.76,0.95,1.85,1.65,2.61,1.12,2.27,0.55,1.37,1.0,,0.26,,2.69,1.83,,,,5.52,1.9,3.03,,,,,21.46,21.46,47.15,49.4,44.07,25.12,51.91,44.83,3004.96,2843.78,2784.0,2508.0,2487.0,2642.77,0.06,-0.32,-0.44,-0.64,-0.32,-0.36,-0.27,0.08,-0.19,0.02,0.34,0.09
53:9:zadvarninkų,12.28,14.82,7.98,32.23,28.14,21.91,10.12,7.5,5.88,8.26,5.19,6.68,23.42,21.64,25.21,11.57,7.36,14.9,,4.13,3.36,5.79,0.87,2.91,6.02,3.18,4.2,2.48,2.6,3.26,,,,2.48,6.93,5.48,,,7.14,1.65,3.9,4.11,18.41,5.59,15.13,11.57,10.82,11.7,8.38,6.83,7.14,5.79,2.16,4.99,15.75,18.13,15.97,5.79,6.06,10.41,1.43,2.11,2.1,4.13,1.3,2.11,,0.64,0.42,0.0,0.87,0.56,1.47,1.67,1.26,3.31,2.16,2.08,0.62,,0.42,,4.76,3.01,,,,4.96,6.06,5.7,,,,,16.88,16.88,50.85,49.87,50.51,28.03,54.63,47.79,815.68,789.46,491.0,446.0,443.0,535.48,-0.07,-0.4,-0.36,-0.71,-0.57,-0.49,-0.22,0.3,0.07,0.12,0.49,0.25
42:30:kaulakių,15.11,19.51,7.91,35.54,28.1,23.99,12.99,13.16,16.95,11.57,8.57,11.59,33.62,22.83,27.13,9.92,9.52,16.74,,2.92,5.65,3.31,2.86,3.45,3.31,2.93,5.65,1.65,5.71,4.2,,,,4.96,7.14,6.38,,,8.47,3.31,3.33,4.36,7.76,3.87,0.0,0.83,0.95,1.92,0.01,0.95,1.13,0.0,0.48,0.49,21.46,16.82,16.95,9.09,4.29,10.83,0.88,5.34,2.26,10.74,2.86,4.56,,0.49,0.0,1.65,1.9,1.3,2.02,3.44,5.08,4.13,1.43,2.9,2.01,,0.0,,0.95,0.9,,,,0.83,4.29,3.08,,,,,21.9,21.9,51.94,43.79,36.9,27.01,47.32,41.47,519.9,499.36,495.91,448.0,448.0,470.24,-0.11,-0.39,-0.56,-0.86,-0.63,-0.58,-0.01,0.12,0.08,-0.08,0.44,0.18
26:28:tilžės,17.73,17.2,8.43,21.77,23.25,18.85,16.62,14.66,20.49,19.03,12.2,15.68,35.2,16.01,29.47,14.52,11.13,18.2,,2.74,4.18,8.55,1.6,3.65,6.48,6.35,6.54,3.87,6.17,5.9,,,,5.81,11.05,9.43,,,7.33,4.03,3.73,4.65,5.71,4.41,1.1,1.29,0.53,1.94,1.13,1.24,0.71,0.48,0.15,0.59,5.21,11.08,10.95,0.81,2.21,5.26,7.48,6.58,3.62,5.97,0.69,3.79,,3.23,1.42,2.42,2.29,2.32,1.68,4.32,1.58,4.52,1.83,2.65,1.08,,0.0,,2.67,1.72,,,,5.65,2.21,3.27,,,,,20.5,20.5,47.21,47.6,39.34,20.72,43.65,39.98,3459.0,3392.93,3388.0,3122.0,3088.0,3234.82,-0.08,-0.41,-0.57,-0.65,-0.57,-0.51,-0.09,0.12,0.12,0.17,0.52,0.26
41:2:balsių,12.63,14.64,6.11,17.65,14.49,13.46,22.23,14.2,26.97,21.08,17.63,19.79,19.08,14.92,17.56,14.71,7.0,12.61,,2.71,3.31,5.39,0.72,2.49,1.93,2.43,1.27,0.98,1.45,1.53,,,,5.88,8.21,7.48,,,7.12,4.9,1.21,3.46,34.43,26.78,26.46,0.98,1.69,12.88,0.19,0.4,0.0,0.0,0.0,0.08,3.37,8.76,5.09,3.43,2.66,4.22,3.82,2.62,1.27,15.69,1.21,4.31,,2.45,1.78,2.45,0.48,1.46,1.47,3.42,1.02,1.96,0.72,1.48,0.1,,0.0,,1.69,1.02,,,,2.94,2.66,2.75,,,,,40.82,40.82,51.87,50.91,45.19,25.15,52.02,45.81,1039.17,1003.23,905.0,827.0,815.0,883.47,0.07,-0.55,-0.2,-0.61,-0.57,-0.45,-0.08,0.33,-0.12,0.3,0.79,0.39
53:10:milkuškų,11.33,7.52,9.86,19.78,21.77,16.34,3.23,8.7,5.63,2.2,2.04,3.74,24.01,24.07,21.83,6.59,6.12,13.06,,2.48,2.82,4.4,2.04,2.81,4.45,1.86,0.7,1.1,1.36,1.54,,,,5.49,2.72,3.71,,,2.11,5.49,1.36,2.67,27.06,4.46,23.24,9.89,30.61,20.9,10.78,7.43,14.79,16.48,7.48,10.95,15.85,23.54,14.79,7.69,7.48,11.8,1.28,5.55,0.7,14.29,3.4,5.37,,0.05,0.0,0.0,0.0,0.01,0.05,3.14,1.41,1.1,1.36,1.45,0.03,,0.0,,0.0,0.0,,,,4.4,7.48,6.38,,,,,12.24,12.24,51.11,51.5,49.68,32.51,55.0,48.44,337.07,321.38,308.0,283.0,280.0,296.4,-0.15,-0.3,-0.41,-0.66,-0.34,-0.4,-0.26,0.48,0.17,0.34,0.63,0.39
